1.367,143.282,24.529
1.368,143.304,24.409
1.367,143.274,24.275
1.368,143.300,24.148
1.369,143.279,24.019
1.369,143.287,23.891
1.369,143.291,23.762
1.370,143.272,23.628
1.370,143.288,23.505
1.370,143.265,23.372
1.371,143.290,23.247
1.371,143.287,23.121
1.371,143.282,22.990
1.371,143.251,22.856
1.372,143.285,22.732
1.373,143.301,22.478
1.374,143.287,21.710
1.518,143.274,24.420
1.518,143.275,24.294
1.519,143.280,24.166
1.519,143.272,24.035
1.520,143.275,23.910
1.520,143.280,23.780
1.520,143.277,23.651
1.521,143.276,23.520
1.521,143.276,23.394
1.521,143.277,23.265
1.521,143.278,23.136
1.522,143.277,23.011
1.522,143.272,22.879
1.522,143.281,22.751
1.522,143.277,22.627
1.524,143.273,21.728
1.525,143.308,21.605
1.525,143.281,21.472
1.625,143.275,24.538
1.626,143.276,24.407
1.626,143.278,24.278
1.626,143.272,24.153
1.627,143.272,24.021
1.627,143.271,23.891
1.627,143.274,23.768
1.628,143.275,23.639
1.628,143.277,23.507
1.628,143.273,23.381
1.628,143.276,23.254
1.629,143.280,23.124
1.629,143.274,22.992
1.629,143.275,22.867
1.629,143.276,22.739
1.630,143.282,22.610
1.633,143.269,21.587
1.748,143.277,24.423
1.748,143.272,24.293
1.749,143.271,24.169
1.749,143.268,24.037
1.749,143.270,23.906
1.750,143.276,23.783
1.750,143.276,23.654
1.750,143.272,23.523
1.751,143.278,23.393
1.751,143.280,23.269
1.752,143.273,23.139
1.752,143.276,23.008
1.752,143.274,22.882
1.753,143.277,22.755
1.753,143.268,22.624
1.753,143.274,22.499
1.755,143.280,21.604
1.895,143.276,24.445
1.896,143.273,24.314
1.896,143.268,24.184
1.896,143.275,24.060
1.897,143.270,23.929
1.897,143.272,23.798
1.897,143.276,23.674
1.898,143.274,23.545
1.898,143.270,23.414
1.898,143.270,23.289
1.898,143.272,23.159
1.899,143.268,23.029
1.899,143.277,22.901
1.899,143.277,22.775
1.900,143.275,22.645
1.900,143.266,22.520
1.900,143.269,22.391
1.903,143.293,21.626
1.999,143.263,24.443
2.000,143.270,24.313
2.000,143.275,24.185
2.000,143.270,24.060
2.001,143.271,23.928
2.001,143.266,23.797
2.001,143.268,23.668
2.002,143.271,23.545
2.002,143.270,23.414
2.002,143.274,23.284
2.002,143.274,23.160
2.003,143.276,23.031
2.003,143.274,22.899
2.003,143.274,22.774
2.004,143.276,22.646
2.004,143.268,22.516
2.004,143.276,22.386
2.005,143.273,22.132
2.005,143.258,22.000
2.006,143.279,21.366
2.121,143.268,24.458
2.122,143.272,24.332
2.122,143.266,24.202
2.122,143.270,24.074
2.123,143.273,23.948
2.123,143.267,23.816
2.123,143.271,23.687
2.123,143.268,23.563
2.124,143.273,23.434
2.124,143.266,23.301
2.124,143.269,23.177
2.124,143.271,23.048
2.125,143.266,22.918
2.125,143.268,22.787
2.125,143.270,22.663
2.126,143.274,22.535
2.126,143.265,22.403
2.127,143.260,22.148
2.127,143.267,22.020
2.128,143.268,21.896
2.128,143.253,21.634
2.128,143.272,21.383
2.262,143.266,24.502
2.262,143.263,24.377
2.262,143.262,24.247
2.263,143.272,24.117
2.263,143.270,23.991
2.263,143.264,23.861
2.264,143.265,23.732
2.264,143.266,23.601
2.264,143.269,23.476
2.265,143.270,23.347
2.265,143.268,23.218
2.265,143.268,23.092
2.265,143.265,22.961
2.266,143.270,22.833
2.266,143.269,22.708
2.266,143.269,22.578
2.267,143.268,22.195
2.267,143.261,22.063
2.268,143.271,21.940
2.269,143.252,21.549
2.270,143.271,21.427
2.372,143.260,24.516
2.372,143.267,24.389
2.372,143.269,24.264
2.372,143.258,24.131
2.373,143.268,24.002
2.373,143.264,23.877
2.373,143.266,23.749
2.374,143.270,23.618
2.374,143.264,23.491
2.375,143.265,23.363
2.375,143.269,23.234
2.375,143.267,23.103
2.375,143.263,22.976
2.375,143.266,22.848
2.376,143.269,22.721
2.376,143.265,22.594
2.377,143.270,22.464
2.377,143.271,22.336
2.378,143.275,22.212
2.378,143.271,22.081
2.378,143.270,21.951
2.379,143.264,21.437
2.379,143.266,21.314
2.492,143.262,24.532
2.493,143.263,24.403
2.493,143.267,24.274
2.493,143.262,24.147
2.493,143.266,24.017
2.494,143.264,23.892
2.494,143.263,23.762
2.494,143.264,23.633
2.495,143.269,23.502
2.495,143.258,23.376
2.495,143.264,23.248
2.495,143.267,23.118
2.496,143.264,22.992
2.497,143.268,22.863
2.497,143.264,22.734
2.497,143.272,22.605
2.498,143.272,22.479
2.498,143.258,22.348
2.498,143.268,22.225
2.498,143.257,22.094
2.499,143.263,21.964
2.499,143.269,21.837
2.643,143.263,24.440
2.643,143.264,24.308
2.644,143.264,24.184
2.644,143.260,24.054
2.644,143.264,23.924
2.644,143.259,23.798
2.645,143.268,23.670
2.645,143.264,23.540
2.645,143.265,23.415
2.646,143.262,23.284
2.646,143.269,23.155
2.646,143.260,23.024
2.647,143.263,22.900
2.647,143.264,22.770
2.647,143.262,22.640
2.647,143.258,22.515
2.648,143.263,22.386
2.649,143.269,22.257
2.648,143.266,22.132
2.752,143.267,24.449
2.753,143.266,24.317
2.753,143.262,24.187
2.753,143.257,24.062
2.753,143.261,23.932
2.754,143.265,23.801
2.754,143.265,23.677
2.754,143.262,23.548
2.755,143.259,23.416
2.755,143.260,23.285
2.755,143.264,23.162
2.756,143.263,23.033
2.756,143.261,22.902
2.756,143.262,22.777
2.756,143.259,22.647
2.757,143.264,22.520
2.757,143.260,22.394
2.757,143.252,22.261
2.870,143.426,24.477
2.871,143.439,24.348
2.871,143.423,24.216
2.870,143.392,24.081
2.871,143.411,23.958
2.872,143.413,23.828
2.872,143.425,23.705
2.872,143.413,23.574
2.873,143.425,23.444
2.873,143.436,23.316
2.873,143.417,23.189
2.870,143.266,23.035
2.870,143.256,22.902
2.871,143.258,22.778
2.871,143.264,22.650
2.871,143.259,22.520
2.872,143.265,22.395
2.872,143.259,22.264
2.873,143.259,21.751
2.874,143.240,21.365
3.015,143.483,24.486
3.014,143.423,24.219
3.019,143.615,23.997
3.015,143.423,23.834
3.016,143.436,23.706
3.016,143.423,23.578
3.016,143.429,23.450
3.017,143.417,23.317
3.016,143.418,23.192
3.014,143.260,23.037
3.015,143.260,22.908
3.015,143.260,22.782
3.015,143.269,22.654
3.015,143.259,22.523
3.016,143.262,22.394
3.016,143.262,22.269
3.016,143.257,22.138
3.017,143.258,21.886
3.017,143.249,21.754
3.017,143.262,21.626
3.122,143.555,24.496
3.122,143.526,24.360
3.122,143.475,24.228
3.126,143.663,23.998
3.121,143.423,23.832
3.122,143.423,23.703
3.122,143.428,23.575
3.121,143.374,23.308
3.122,143.404,23.185
3.120,143.262,23.037
3.120,143.253,22.905
3.120,143.261,22.776
3.121,143.267,22.648
3.121,143.257,22.523
3.122,143.242,21.622
3.123,143.245,21.495
3.238,143.441,24.500
3.238,143.445,24.367
3.237,143.405,24.236
3.239,143.444,23.857
3.239,143.409,23.720
3.240,143.432,23.596
3.238,143.274,23.060
3.238,143.254,22.927
3.238,143.263,22.798
3.238,143.245,22.665
3.240,143.253,21.644
3.240,143.249,21.516
3.382,143.466,24.525
3.380,143.381,24.255
3.382,143.427,23.873
3.382,143.417,23.745
3.383,143.421,23.615
3.382,143.358,23.089
3.380,143.255,22.948
3.380,143.248,22.818
3.381,143.260,22.690
3.492,143.453,24.501
3.491,143.414,24.231
3.493,143.422,23.847
3.493,143.446,23.721
3.493,143.416,23.592
3.490,143.266,23.053
3.490,143.252,22.921
3.490,143.249,22.794
3.491,143.262,22.667
3.493,143.255,21.900
3.611,143.414,24.223
3.613,143.436,23.840
3.613,143.425,23.708
3.614,143.451,23.589
3.614,143.421,23.197
3.611,143.252,23.041
3.611,143.252,22.911
3.611,143.252,22.785
3.611,143.256,22.657
3.613,143.261,21.759
3.760,143.463,24.504
3.759,143.382,24.233
3.759,143.376,24.102
3.759,143.379,23.978
3.759,143.371,23.847
3.760,143.378,23.717
3.760,143.380,23.587
3.760,143.380,23.463
3.761,143.387,23.334
3.761,143.380,23.202
3.759,143.284,23.062
3.758,143.245,22.927
3.759,143.251,22.798
3.760,143.257,22.673
3.760,143.258,22.543
3.760,143.264,22.291
3.760,143.247,22.157
3.869,143.642,24.501
3.863,143.376,24.325
3.865,143.417,23.947
3.865,143.426,23.823
3.867,143.450,23.698
3.868,143.492,23.576
3.865,143.359,23.168
3.863,143.248,23.021
3.863,143.251,22.894
3.863,143.250,22.765
3.864,143.253,22.637
3.864,143.247,22.511
3.864,143.247,22.380
3.864,143.253,22.252
3.864,143.241,22.126
3.992,143.668,24.477
3.983,143.366,24.297
3.987,143.443,23.923
3.986,143.429,23.796
3.988,143.460,23.671
3.986,143.361,23.139
3.983,143.245,22.989
3.984,143.249,22.866
3.984,143.246,22.736
3.984,143.249,22.606
3.984,143.248,22.481
3.985,143.244,22.351
3.986,143.249,22.223
3.986,143.258,22.099
3.986,143.256,21.969
3.987,143.246,21.709
4.140,143.628,24.496
4.133,143.397,24.326
4.139,143.574,23.970
4.136,143.452,23.819
4.138,143.520,23.706
4.146,143.757,23.615
4.136,143.374,23.166
4.132,143.244,23.017
4.133,143.236,22.884
4.133,143.247,22.761
4.133,143.246,22.632
4.134,143.245,22.508
4.134,143.246,22.377
4.134,143.251,22.248
4.134,143.244,22.118
4.135,143.248,21.994
4.135,143.248,21.864
4.244,143.655,24.489
4.236,143.362,24.310
4.246,143.647,23.971
4.240,143.438,23.807
4.242,143.514,23.689
4.239,143.358,23.154
4.236,143.241,23.004
4.236,143.246,22.874
4.236,143.244,22.745
4.237,143.240,22.620
4.237,143.242,22.489
4.237,143.245,22.360
4.238,143.247,22.237
4.238,143.245,22.108
4.238,143.241,21.976
